gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,TotalCharges
Female,0,Yes,66,Yes,No,DSL,Month-to-month,90,No,5940
Female,0,Yes,26,No,No,DSL,Month-to-month,46,No,1196
Male,0,No,1,Yes,No,DSL,One year,69,Yes,69
Male,0,No,67,Yes,No,DSL,Month-to-month,93,No,6231
Female,0,No,26,Yes,Yes,DSL,Month-to-month,100,No,2600
Female,0,No,52,Yes,No,DSL,Month-to-month,95,No,4940
Female,0,Yes,12,Yes,No,DSL,Month-to-month,77,No,924
Male,1,No,10,Yes,Yes,Fiber optic,Month-to-month,73,Yes,730
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,44,No,44
Female,1,No,47,Yes,No,DSL,Two year,67,No,3149
Male,0,No,57,Yes,Yes,Fiber optic,Month-to-month,90,No,5130
Female,0,No,1,Yes,No,DSL,One year,71,Yes,71
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,114,No,8208
Female,1,No,45,No,No,Fiber optic,One year,34,No,1530
Female,0,No,38,Yes,Yes,Fiber optic,Month-to-month,20,No,760
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,90,No,90
Male,0,Yes,17,Yes,No,DSL,Month-to-month,81,No,1377
Female,0,Yes,59,Yes,Yes,DSL,One year,76,No,4484
Male,0,No,15,Yes,Yes,DSL,Month-to-month,101,Yes,1515
Male,0,No,32,Yes,Yes,DSL,One year,73,No,2336
Male,0,No,43,Yes,Yes,Fiber optic,Two year,20,No,860
Male,1,No,71,Yes,Yes,Fiber optic,Month-to-month,25,No,1775
Female,0,No,54,Yes,No,DSL,Month-to-month,115,No,6210
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,81,Yes,405
Female,0,Yes,14,Yes,Yes,Fiber optic,Month-to-month,20,No,280
Female,0,Yes,62,Yes,No,DSL,One year,100,Yes,6200
Female,1,Yes,72,Yes,No,DSL,Month-to-month,90,No,6480
Male,0,No,42,Yes,Yes,DSL,Two year,108,No,4536
Female,1,No,72,Yes,No,DSL,One year,26,No,1872
Female,0,Yes,30,Yes,Yes,DSL,One year,25,No,750
Male,0,No,40,Yes,Yes,DSL,Two year,97,Yes,3880
Female,0,Yes,25,No,Yes,Fiber optic,Month-to-month,35,No,875
Male,0,No,65,Yes,No,DSL,Two year,67,No,4355
Female,0,No,14,Yes,No,DSL,Two year,20,No,280
Female,0,Yes,35,Yes,Yes,DSL,Month-to-month,20,No,700
Female,0,No,30,Yes,No,DSL,One year,70,No,2100
Female,0,Yes,30,Yes,Yes,DSL,One year,86,No,2580
Male,0,No,64,Yes,No,DSL,One year,100,No,6400
Male,0,Yes,71,Yes,No,Fiber optic,Month-to-month,90,No,6390
Male,0,No,3,No,No,DSL,Two year,37,Yes,111
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,75,No,600
Male,0,No,13,Yes,Yes,Fiber optic,Month-to-month,99,Yes,1287
Female,0,No,48,Yes,No,DSL,Month-to-month,25,No,1200
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,85,No,2210
Female,0,No,36,Yes,No,DSL,One year,76,No,2736
Female,0,Yes,50,Yes,No,DSL,Month-to-month,70,No,3500
Male,0,No,49,Yes,No,DSL,Month-to-month,55,No,2695
Male,1,No,43,Yes,No,DSL,One year,101,No,4343
Male,0,Yes,8,Yes,No,DSL,Month-to-month,19,No,152
Female,0,Yes,2,Yes,Yes,DSL,One year,61,No,122
Male,0,Yes,53,Yes,No,Fiber optic,Month-to-month,86,No,4558
Female,0,No,64,Yes,Yes,Fiber optic,Month-to-month,97,No,6208
Male,0,No,17,Yes,Yes,Fiber optic,Month-to-month,56,No,952
Male,0,No,53,Yes,Yes,DSL,One year,20,No,1060
Male,0,No,1,Yes,No,DSL,Two year,51,No,51
Female,0,Yes,48,Yes,Yes,Fiber optic,Month-to-month,100,No,4800
Female,0,Yes,8,No,No,Fiber optic,Month-to-month,38,No,304
Female,0,Yes,10,Yes,Yes,DSL,Two year,91,No,910
Male,0,No,40,Yes,No,DSL,Two year,81,No,3240
Female,0,Yes,32,Yes,Yes,Fiber optic,Two year,74,No,2368
Male,1,No,41,Yes,Yes,Fiber optic,Month-to-month,95,No,3895
Female,0,No,25,Yes,No,DSL,One year,100,Yes,2500
Male,0,Yes,22,Yes,Yes,DSL,Month-to-month,89,No,1958
Male,0,No,24,Yes,Yes,DSL,One year,25,No,600
Male,0,No,24,Yes,No,Fiber optic,Month-to-month,60,No,1440
Female,1,No,64,Yes,Yes,Fiber optic,Two year,75,No,4800
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,108,No,324
Male,1,No,63,Yes,No,Fiber optic,One year,109,No,6867
Female,0,Yes,13,Yes,No,Fiber optic,Month-to-month,53,No,689
Male,0,No,20,No,No,Fiber optic,Month-to-month,55,No,1100
Female,0,Yes,54,Yes,Yes,DSL,Month-to-month,86,No,4644
Female,0,Yes,38,Yes,No,DSL,Two year,20,No,760
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,70,Yes,70
Male,0,No,67,No,No,DSL,One year,44,No,2948
Male,0,Yes,53,Yes,No,DSL,Two year,64,No,3392
Female,0,Yes,29,Yes,No,DSL,Month-to-month,26,No,754
Female,0,No,14,Yes,No,DSL,Month-to-month,56,No,784
Female,0,No,48,Yes,Yes,Fiber optic,Month-to-month,60,Yes,2880
Female,0,No,48,Yes,No,DSL,Month-to-month,70,No,3360
Male,0,Yes,1,Yes,No,DSL,Two year,60,No,60
Male,0,Yes,44,Yes,No,DSL,Month-to-month,25,No,1100
Male,0,Yes,45,Yes,Yes,Fiber optic,Month-to-month,96,No,4320
Female,0,No,56,Yes,No,Fiber optic,Month-to-month,74,Yes,4144
Male,0,No,14,No,Yes,DSL,Two year,31,No,434
Male,0,No,2,Yes,Yes,DSL,Month-to-month,71,No,142
Male,1,No,36,Yes,No,Fiber optic,Month-to-month,54,No,1944
Female,0,No,5,No,Yes,DSL,One year,40,Yes,200
Female,0,Yes,69,Yes,Yes,DSL,Month-to-month,61,No,4209
Male,0,Yes,62,Yes,No,DSL,Month-to-month,108,No,6696
Female,0,No,1,Yes,Yes,Fiber optic,Two year,20,No,20
Female,0,No,34,Yes,Yes,Fiber optic,Month-to-month,65,No,2210
Male,0,No,16,Yes,Yes,DSL,Month-to-month,81,No,1296
Female,0,Yes,14,Yes,No,DSL,Two year,19,No,266
Male,0,Yes,49,Yes,No,Fiber optic,Month-to-month,98,No,4802
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,80,Yes,160
Male,0,Yes,26,Yes,No,DSL,Month-to-month,19,No,494
Male,0,No,22,Yes,Yes,DSL,One year,96,No,2112
Male,0,Yes,33,Yes,Yes,Fiber optic,Month-to-month,74,Yes,2442
Male,0,Yes,4,Yes,No,DSL,One year,20,No,80
Male,0,No,19,Yes,No,DSL,Two year,20,No,380
Male,0,Yes,57,Yes,Yes,DSL,Month-to-month,90,No,5130
Male,0,No,51,Yes,Yes,DSL,Two year,86,No,4386
Male,0,No,1,Yes,No,DSL,Two year,44,Yes,44
Male,0,No,3,Yes,No,DSL,One year,90,No,270
Female,0,No,15,No,Yes,Fiber optic,Month-to-month,46,No,690
Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,80,No,4160
Male,0,No,56,Yes,Yes,Fiber optic,Month-to-month,100,Yes,5600
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,77,Yes,231
Female,0,No,26,No,No,Fiber optic,Month-to-month,35,No,910
Female,0,No,68,Yes,No,Fiber optic,Two year,111,No,7548
Female,0,No,4,Yes,No,DSL,Month-to-month,51,No,204
Male,0,Yes,72,Yes,No,DSL,One year,26,No,1872
Female,0,No,40,Yes,No,Fiber optic,Month-to-month,106,No,4240
Male,1,Yes,66,Yes,No,Fiber optic,Month-to-month,100,Yes,6600
Female,1,No,19,Yes,No,DSL,Month-to-month,105,No,1995
Male,0,No,42,Yes,No,Fiber optic,Month-to-month,20,No,840
Male,0,Yes,34,Yes,Yes,DSL,Month-to-month,98,No,3332
Female,0,No,1,Yes,Yes,DSL,One year,81,Yes,81
Male,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,89,No,6408
Female,0,No,51,Yes,Yes,DSL,Month-to-month,20,No,1020
Female,1,No,55,Yes,Yes,Fiber optic,Two year,85,Yes,4675
Female,0,Yes,66,Yes,Yes,Fiber optic,Month-to-month,102,Yes,6732
Female,1,No,30,Yes,No,DSL,Month-to-month,90,No,2700
Male,1,No,34,Yes,Yes,Fiber optic,Two year,90,No,3060
Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,78,Yes,4290
Female,0,No,54,Yes,No,Fiber optic,Month-to-month,95,No,5130
Male,0,No,57,No,No,Fiber optic,Month-to-month,39,Yes,2223
Male,0,Yes,11,Yes,Yes,Fiber optic,Month-to-month,74,Yes,814
Male,0,No,2,Yes,No,DSL,Month-to-month,20,No,40
Male,1,No,4,Yes,No,DSL,One year,69,No,276
Female,0,Yes,72,Yes,No,DSL,Month-to-month,91,No,6552
Male,0,No,48,Yes,No,DSL,Month-to-month,20,No,960
Male,0,No,26,Yes,No,DSL,One year,21,No,546
Female,0,Yes,15,Yes,Yes,Fiber optic,Two year,20,No,300
Female,0,No,15,Yes,Yes,DSL,Two year,83,No,1245
Male,0,No,64,Yes,Yes,Fiber optic,Month-to-month,102,No,6528
Female,0,No,71,Yes,Yes,DSL,Two year,111,No,7881
Male,0,No,63,Yes,No,DSL,Two year,69,No,4347
Female,0,Yes,64,Yes,No,DSL,One year,104,No,6656
Male,0,No,45,Yes,Yes,Fiber optic,Month-to-month,76,No,3420
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,20,No,80
Female,0,No,31,Yes,Yes,Fiber optic,Month-to-month,90,Yes,2790
Male,0,No,68,Yes,Yes,DSL,Two year,110,Yes,7480
Male,0,No,25,Yes,No,DSL,Month-to-month,82,No,2050
Male,0,Yes,72,Yes,No,DSL,Two year,25,No,1800
Female,0,No,36,Yes,Yes,DSL,Two year,56,No,2016
Male,0,No,1,Yes,No,DSL,One year,44,No,44
Male,0,Yes,0,Yes,No,DSL,Two year,25,No,0
Female,0,No,25,Yes,Yes,Fiber optic,Month-to-month,20,No,500
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,19,No,152
Female,0,Yes,37,Yes,Yes,Fiber optic,One year,75,No,2775
Male,1,No,4,Yes,Yes,DSL,One year,95,No,380
Female,0,Yes,28,Yes,Yes,DSL,Month-to-month,83,No,2324
Female,0,No,37,No,No,DSL,One year,45,No,1665
Male,0,Yes,1,Yes,Yes,DSL,One year,49,No,49
Female,0,Yes,25,Yes,No,Fiber optic,One year,20,No,500
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,98,Yes,2548
Female,1,No,9,Yes,No,DSL,Month-to-month,81,Yes,729
Female,0,Yes,21,Yes,Yes,DSL,Two year,103,Yes,2163
Male,1,No,19,Yes,Yes,Fiber optic,Month-to-month,80,Yes,1520
Male,0,No,18,No,Yes,Fiber optic,Month-to-month,34,No,612
Male,0,No,32,Yes,No,Fiber optic,Month-to-month,108,Yes,3456
Male,1,No,23,No,Yes,DSL,One year,35,No,805
Female,0,Yes,55,Yes,No,Fiber optic,Month-to-month,75,No,4125
Male,0,No,43,Yes,No,DSL,Month-to-month,26,No,1118
Male,1,No,2,Yes,No,DSL,Month-to-month,45,Yes,90
Female,0,No,5,Yes,No,DSL,Month-to-month,83,No,415
Male,0,Yes,14,Yes,Yes,Fiber optic,Two year,61,No,854
Male,0,No,4,Yes,No,DSL,Two year,61,No,244
Male,0,No,4,Yes,No,DSL,Two year,45,No,180
Female,0,No,12,Yes,No,DSL,Month-to-month,20,No,240
Female,0,No,68,Yes,Yes,Fiber optic,Month-to-month,86,No,5848
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,86,Yes,860
Female,0,No,53,Yes,No,DSL,Month-to-month,95,Yes,5035
Male,0,No,27,Yes,No,DSL,Month-to-month,19,No,513
Female,1,Yes,34,Yes,No,DSL,One year,80,Yes,2720
Female,1,No,11,Yes,Yes,Fiber optic,One year,85,Yes,935
Female,0,No,64,Yes,No,DSL,Month-to-month,26,No,1664
Female,0,No,13,Yes,No,Fiber optic,Two year,82,No,1066
Male,0,Yes,3,Yes,Yes,DSL,Two year,20,No,60
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,90,No,2160
Female,0,No,69,Yes,Yes,Fiber optic,Month-to-month,61,No,4209
Female,0,Yes,20,Yes,Yes,DSL,Month-to-month,96,No,1920
Female,0,No,48,No,Yes,DSL,Two year,45,No,2160
Male,0,No,13,No,No,DSL,Two year,54,Yes,702
Male,1,No,5,Yes,No,Fiber optic,Month-to-month,86,No,430
Female,0,Yes,5,Yes,Yes,Fiber optic,One year,70,No,350
Male,1,No,1,Yes,No,DSL,One year,74,No,74
Male,0,Yes,30,Yes,Yes,Fiber optic,Month-to-month,94,Yes,2820
Male,0,No,13,Yes,No,Fiber optic,Month-to-month,101,No,1313
Female,0,No,61,Yes,No,DSL,Two year,94,No,5734
Female,0,No,4,Yes,No,DSL,Month-to-month,20,No,80
Female,0,Yes,10,Yes,Yes,Fiber optic,One year,55,Yes,550
Female,0,No,40,Yes,Yes,Fiber optic,Month-to-month,64,No,2560
Male,0,No,43,Yes,No,DSL,One year,66,No,2838
Female,0,No,1,No,Yes,Fiber optic,Two year,30,No,30
Female,1,No,1,Yes,Yes,DSL,One year,70,Yes,70
Female,0,No,19,Yes,Yes,DSL,Two year,20,No,380
Female,0,No,9,Yes,No,DSL,Month-to-month,75,No,675
Male,0,No,9,Yes,Yes,Fiber optic,Month-to-month,81,No,729
Male,0,Yes,18,Yes,Yes,Fiber optic,Month-to-month,20,No,360
Female,0,No,67,Yes,Yes,Fiber optic,Month-to-month,106,No,7102
Female,0,No,13,Yes,Yes,Fiber optic,One year,44,No,572
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,70,Yes,350
Male,1,No,33,Yes,No,Fiber optic,Month-to-month,110,No,3630
Female,0,No,62,Yes,No,DSL,One year,65,No,4030
Male,0,No,72,Yes,Yes,Fiber optic,One year,101,No,7272
Male,0,No,8,Yes,Yes,DSL,One year,84,Yes,672
Female,1,No,1,Yes,No,DSL,Month-to-month,46,Yes,46
Female,0,No,44,Yes,No,DSL,Month-to-month,95,No,4180
Male,0,No,17,Yes,Yes,Fiber optic,Two year,97,No,1649
Female,0,Yes,30,Yes,Yes,DSL,Two year,100,Yes,3000
Male,0,Yes,69,Yes,No,DSL,One year,26,No,1794
Female,0,No,23,Yes,Yes,Fiber optic,Two year,50,No,1150
Female,0,No,2,Yes,Yes,DSL,One year,86,Yes,172
Female,1,No,3,Yes,Yes,Fiber optic,Month-to-month,45,Yes,135
Female,0,No,30,Yes,No,DSL,One year,75,No,2250
Male,0,No,1,Yes,Yes,Fiber optic,Two year,44,No,44
Female,1,No,8,Yes,No,DSL,Month-to-month,100,No,800
Male,1,No,59,Yes,No,Fiber optic,Month-to-month,83,No,4897
Female,1,No,7,Yes,No,DSL,Month-to-month,51,No,357
Female,0,Yes,37,Yes,No,DSL,Month-to-month,95,No,3515
Male,0,Yes,49,Yes,No,Fiber optic,Month-to-month,109,No,5341
Female,0,No,26,Yes,No,Fiber optic,Month-to-month,82,No,2132
Female,0,No,1,Yes,Yes,Fiber optic,Two year,80,Yes,80
Female,0,No,62,Yes,No,DSL,Two year,114,No,7068
Male,0,No,36,Yes,No,DSL,Month-to-month,95,No,3420
Male,0,Yes,32,Yes,Yes,Fiber optic,Two year,20,No,640
Female,0,Yes,30,Yes,No,DSL,One year,19,No,570
Male,0,No,21,Yes,No,Fiber optic,One year,106,Yes,2226
Male,0,No,66,Yes,No,Fiber optic,Month-to-month,106,Yes,6996
Male,0,No,32,Yes,No,Fiber optic,Month-to-month,80,Yes,2560
Female,1,No,3,Yes,No,Fiber optic,Month-to-month,80,Yes,240
Female,0,Yes,69,Yes,Yes,Fiber optic,Month-to-month,20,No,1380
Male,0,No,10,Yes,Yes,Fiber optic,Two year,110,Yes,1100
Female,1,No,1,Yes,Yes,DSL,Month-to-month,69,Yes,69
Male,0,No,69,Yes,Yes,Fiber optic,Month-to-month,91,No,6279
Female,1,No,4,Yes,No,Fiber optic,Month-to-month,94,Yes,376
Male,0,Yes,66,Yes,Yes,Fiber optic,One year,63,No,4158
Female,0,No,35,No,Yes,DSL,One year,24,No,840
Male,0,No,22,Yes,No,DSL,Month-to-month,105,No,2310
Female,0,Yes,55,Yes,No,DSL,Month-to-month,19,No,1045
Male,0,No,9,Yes,No,Fiber optic,Month-to-month,81,Yes,729
Female,0,No,55,Yes,No,DSL,One year,90,No,4950
Female,0,No,36,Yes,Yes,Fiber optic,One year,106,No,3816
Male,1,No,27,Yes,No,DSL,Month-to-month,81,Yes,2187
Female,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,107,No,7169
Female,1,No,54,Yes,No,DSL,Month-to-month,102,Yes,5508
Male,0,No,62,No,No,DSL,One year,39,No,2418
Male,0,Yes,56,No,No,DSL,Two year,52,No,2912
Female,0,No,34,Yes,No,DSL,Month-to-month,110,Yes,3740
Female,0,Yes,33,Yes,No,DSL,Month-to-month,86,Yes,2838
Female,0,No,5,Yes,No,DSL,Month-to-month,94,Yes,470
Female,0,No,16,Yes,No,Fiber optic,Month-to-month,20,No,320
Male,0,No,34,Yes,No,DSL,Month-to-month,89,No,3026
Female,1,No,58,Yes,No,DSL,Month-to-month,106,Yes,6148
Female,1,No,66,Yes,No,DSL,Month-to-month,71,No,4686
Male,0,No,37,Yes,No,DSL,Month-to-month,20,No,740
Female,0,Yes,6,Yes,No,DSL,One year,46,No,276
Male,0,No,65,Yes,No,DSL,Month-to-month,74,No,4810
Male,0,No,51,Yes,No,DSL,Month-to-month,20,No,1020
Male,0,No,2,Yes,No,DSL,Month-to-month,45,Yes,90
Male,0,No,18,Yes,No,Fiber optic,One year,68,No,1224
Female,0,No,51,Yes,Yes,DSL,Month-to-month,60,No,3060
Male,0,No,15,Yes,Yes,DSL,Two year,100,No,1500
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,106,No,7632
Male,0,Yes,12,Yes,No,Fiber optic,Month-to-month,19,No,228
Male,0,No,60,No,Yes,Fiber optic,Month-to-month,40,No,2400
Female,0,No,32,Yes,No,DSL,Month-to-month,19,No,608
Male,0,No,6,Yes,Yes,Fiber optic,Month-to-month,80,Yes,480
Male,0,Yes,39,Yes,Yes,Fiber optic,Two year,100,No,3900
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,75,No,150
Male,0,No,71,Yes,No,DSL,One year,79,No,5609
Female,0,No,1,Yes,No,DSL,Month-to-month,60,Yes,60
Male,0,No,2,Yes,No,DSL,Month-to-month,80,Yes,160
Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,110,No,7920
Female,0,No,41,Yes,No,DSL,Two year,69,No,2829
Male,1,No,7,Yes,Yes,Fiber optic,Two year,75,No,525
Male,1,No,35,Yes,Yes,Fiber optic,One year,95,No,3325
Male,0,No,31,Yes,Yes,Fiber optic,Two year,80,No,2480
Male,0,Yes,45,Yes,No,DSL,One year,24,No,1080
Male,0,No,15,Yes,No,DSL,Two year,93,Yes,1395
Male,0,Yes,27,Yes,No,Fiber optic,Month-to-month,20,No,540
Female,1,No,31,Yes,No,DSL,One year,91,No,2821
Female,0,Yes,41,Yes,Yes,DSL,Two year,66,Yes,2706
Male,0,No,19,Yes,No,DSL,Month-to-month,19,No,361
Female,0,Yes,25,No,No,DSL,One year,59,Yes,1475
Female,0,Yes,15,Yes,Yes,DSL,One year,105,No,1575
Female,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,72,No,144
Male,0,No,12,Yes,No,DSL,Month-to-month,50,Yes,600
Female,1,No,23,Yes,No,Fiber optic,Two year,79,No,1817
Female,0,Yes,22,Yes,No,Fiber optic,Month-to-month,20,No,440
Male,0,Yes,71,Yes,Yes,DSL,Two year,101,No,7171
Female,1,Yes,30,Yes,Yes,Fiber optic,Month-to-month,101,No,3030
Female,0,No,20,Yes,Yes,DSL,Two year,19,No,380
Male,0,No,1,Yes,No,DSL,Month-to-month,56,No,56
Female,0,Yes,68,Yes,Yes,DSL,Two year,85,No,5780
Male,0,No,14,Yes,No,DSL,Month-to-month,20,No,280
Male,0,Yes,2,Yes,Yes,Fiber optic,Two year,20,Yes,40
Male,0,No,38,Yes,Yes,Fiber optic,Month-to-month,70,No,2660
Male,0,No,18,Yes,Yes,DSL,One year,20,No,360
Female,0,No,31,Yes,No,DSL,Month-to-month,104,No,3224
Female,0,Yes,71,Yes,No,Fiber optic,Month-to-month,64,No,4544
Male,0,No,67,Yes,Yes,Fiber optic,Month-to-month,110,No,7370
Male,0,No,72,Yes,Yes,DSL,Two year,92,No,6624
Male,1,No,32,Yes,Yes,DSL,Two year,106,Yes,3392
Male,0,Yes,4,Yes,Yes,Fiber optic,One year,81,Yes,324
Female,0,No,23,Yes,No,Fiber optic,Month-to-month,60,No,1380
Female,0,Yes,66,Yes,No,DSL,Two year,67,No,4422
Male,1,No,57,Yes,No,DSL,Two year,105,No,5985
Female,0,No,36,Yes,No,DSL,Month-to-month,90,No,3240
Male,0,No,13,No,No,Fiber optic,Month-to-month,25,No,325
Female,0,No,9,Yes,Yes,Fiber optic,Month-to-month,83,Yes,747
Female,0,Yes,5,Yes,Yes,Fiber optic,Two year,81,No,405
Female,0,No,67,Yes,Yes,DSL,Two year,86,No,5762
Male,0,No,4,Yes,Yes,DSL,Two year,75,Yes,300
Female,0,No,1,Yes,Yes,DSL,Month-to-month,70,Yes,70
Female,0,Yes,31,Yes,No,DSL,Two year,20,Yes,620
Male,0,No,3,Yes,Yes,DSL,Two year,43,Yes,129
Female,0,Yes,4,Yes,No,DSL,One year,79,No,316
Female,0,No,33,Yes,No,DSL,Two year,95,No,3135
Female,0,Yes,58,Yes,No,DSL,Month-to-month,25,No,1450
Male,0,Yes,25,Yes,No,DSL,Two year,25,No,625
Male,0,No,4,Yes,No,DSL,Month-to-month,76,Yes,304
Male,1,No,51,Yes,Yes,DSL,Month-to-month,94,No,4794
Male,0,No,19,No,Yes,Fiber optic,Month-to-month,25,No,475
Female,0,No,11,Yes,Yes,DSL,One year,44,Yes,484
Female,0,No,24,Yes,No,DSL,Month-to-month,56,No,1344
Male,0,No,18,Yes,Yes,DSL,One year,74,No,1332
Female,0,No,4,No,No,DSL,One year,24,Yes,96
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,78,Yes,936
Male,1,No,19,Yes,No,DSL,Two year,88,Yes,1672
Male,1,No,31,Yes,No,DSL,Month-to-month,97,No,3007
Male,1,No,61,Yes,No,DSL,Month-to-month,64,No,3904
Male,1,No,8,Yes,No,DSL,One year,70,No,560
Female,0,Yes,49,Yes,No,DSL,Month-to-month,87,No,4263
Male,0,No,5,No,No,Fiber optic,Month-to-month,51,Yes,255
Male,0,Yes,35,Yes,Yes,Fiber optic,Two year,73,No,2555
Male,0,No,70,Yes,No,DSL,Month-to-month,116,Yes,8120
Male,0,No,1,Yes,No,Fiber optic,Two year,101,Yes,101
Female,0,No,31,Yes,No,DSL,Two year,88,No,2728
Female,1,No,13,Yes,No,DSL,Month-to-month,74,Yes,962
Male,0,Yes,28,No,Yes,Fiber optic,Two year,51,No,1428
Male,1,No,50,Yes,Yes,Fiber optic,Month-to-month,70,No,3500
Female,1,No,22,Yes,No,DSL,One year,20,No,440
Male,0,Yes,36,No,No,DSL,Month-to-month,61,No,2196
Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,106,No,4240
Male,0,Yes,19,Yes,No,DSL,Month-to-month,50,No,950
Female,0,Yes,4,Yes,Yes,DSL,Two year,81,Yes,324
Female,0,No,35,Yes,No,DSL,Two year,86,Yes,3010
Female,0,No,20,Yes,Yes,Fiber optic,Month-to-month,69,No,1380
Male,0,No,11,Yes,No,DSL,One year,20,No,220
Female,0,Yes,9,Yes,No,DSL,Two year,20,No,180
Female,0,Yes,71,Yes,No,DSL,Month-to-month,99,No,7029
Female,0,Yes,71,Yes,No,DSL,Two year,20,No,1420
Female,0,No,71,Yes,Yes,DSL,Two year,113,No,8023
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,79,No,2449
Female,1,No,1,Yes,Yes,DSL,Month-to-month,70,Yes,70
Male,0,No,31,Yes,Yes,Fiber optic,Two year,76,No,2356
Female,0,No,1,Yes,No,DSL,Two year,71,Yes,71
Male,0,No,1,Yes,Yes,Fiber optic,One year,69,Yes,69
Male,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,80,Yes,5360
Female,1,No,43,Yes,Yes,Fiber optic,Two year,94,No,4042
Male,1,No,21,Yes,No,DSL,Month-to-month,87,No,1827
Female,0,No,61,Yes,Yes,DSL,Month-to-month,106,No,6466
Male,0,Yes,6,Yes,No,DSL,Two year,25,No,150
Female,0,No,24,Yes,Yes,DSL,Two year,20,No,480
Male,0,No,39,Yes,Yes,Fiber optic,Month-to-month,81,No,3159
Female,0,Yes,65,Yes,No,DSL,Month-to-month,25,No,1625
Female,0,No,1,Yes,Yes,DSL,Two year,86,Yes,86
Male,0,No,6,Yes,No,DSL,Month-to-month,88,No,528
Female,1,No,56,Yes,No,Fiber optic,Month-to-month,101,Yes,5656
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,69,No,1587
Male,0,No,34,Yes,No,DSL,Month-to-month,20,No,680
Male,0,No,21,Yes,No,DSL,Month-to-month,20,No,420
Male,0,No,62,Yes,Yes,DSL,One year,69,No,4278
Male,0,No,62,Yes,No,DSL,Two year,20,No,1240
Female,0,No,51,Yes,No,DSL,One year,112,No,5712
Male,0,No,18,Yes,No,Fiber optic,Two year,57,No,1026
Female,0,No,34,Yes,Yes,Fiber optic,Month-to-month,74,Yes,2516
Female,0,No,61,Yes,No,DSL,Month-to-month,94,No,5734
Male,1,No,2,Yes,No,Fiber optic,Month-to-month,50,No,100
Male,0,Yes,72,Yes,No,DSL,Month-to-month,55,No,3960
Female,0,No,53,Yes,Yes,Fiber optic,Month-to-month,110,No,5830
Male,0,No,6,Yes,No,DSL,Month-to-month,79,No,474
Female,0,No,24,Yes,Yes,Fiber optic,Two year,84,No,2016
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,71,No,4828
Female,0,Yes,47,No,No,DSL,One year,60,No,2820
Male,1,No,47,Yes,Yes,Fiber optic,Month-to-month,86,Yes,4042
Female,0,Yes,36,Yes,Yes,DSL,Two year,19,No,684
Female,0,Yes,61,Yes,Yes,DSL,One year,101,No,6161
Male,0,No,72,Yes,Yes,Fiber optic,Month-to-month,79,No,5688
Female,0,Yes,35,Yes,No,Fiber optic,Month-to-month,55,No,1925
Female,0,No,25,Yes,No,DSL,One year,27,No,675
Male,1,No,35,Yes,Yes,DSL,Two year,101,Yes,3535
Female,0,Yes,24,No,No,DSL,Month-to-month,58,No,1392
Male,0,No,56,Yes,Yes,Fiber optic,Month-to-month,25,Yes,1400
Male,1,No,26,Yes,Yes,Fiber optic,Month-to-month,94,No,2444
Female,0,No,72,Yes,No,DSL,Month-to-month,80,No,5760
Female,0,No,37,Yes,Yes,DSL,Month-to-month,65,No,2405
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,74,Yes,518
Male,0,No,69,Yes,No,Fiber optic,Month-to-month,79,Yes,5451
Male,0,Yes,8,Yes,No,Fiber optic,Month-to-month,20,No,160
Female,0,Yes,12,No,No,Fiber optic,Month-to-month,30,No,360
Male,0,Yes,44,Yes,No,Fiber optic,Month-to-month,26,No,1144
Male,0,Yes,72,Yes,No,DSL,Month-to-month,81,No,5832
Male,0,No,56,Yes,No,DSL,Month-to-month,94,Yes,5264
